,News Outlet,Compound,Positive,Neutral,Negative,Text,Date Created
273,@CNN,0.0,0.0,1.0,0.0,"The moment people went wild for Colorado's first ""first man"" https://t.co/RBTHl5NqK6 https://t.co/WDAqXqPSkm",Thu Nov 08 09:15:14 +0000 2018
274,@CNN,-0.4019,0.0,0.863,0.137,"BREAKING: Multiple people have been injured in a shooting Wednesday night at a local bar in Thousand Oaks, Californ… https://t.co/0dw6Iq6Sk1",Thu Nov 08 08:44:04 +0000 2018
275,@CNN,0.4847,0.222,0.778,0.0,"Chinese exports leaped almost 16% in October, despite US trade war https://t.co/fEIZnTAuvP",Thu Nov 08 08:09:44 +0000 2018
276,@CNN,0.0,0.0,1.0,0.0,Tesla has picked Australian telecoms executive Robyn Denholm to replace Elon Musk as chair of the electric car comp… https://t.co/YwvjJKA5dw,Thu Nov 08 07:50:15 +0000 2018
277,@CNN,-0.1027,0.089,0.804,0.107,"Few expected Trump would fire Sessions ""before the voting machines even had a chance to cool,"" writes Elie Honig, a… https://t.co/JIDFKr28vt",Thu Nov 08 07:31:05 +0000 2018
278,@CNN,0.1154,0.075,0.925,0.0,"""The midterms were historic for all Americans, but especially for Generation Z."" We asked a number of first-time vo… https://t.co/tSOejYBTZq",Thu Nov 08 07:31:00 +0000 2018
279,@CNN,0.0,0.0,1.0,0.0,Former British Prime Minister Tony Blair says tech should be regulated through a government partnership with the in… https://t.co/QqfiO7X5Tk,Thu Nov 08 07:16:00 +0000 2018
280,@CNN,-0.0258,0.096,0.749,0.155,President Trump's sudden dismissal of Attorney General Jeff Sessions was a swift strike to exploit Washington's new… https://t.co/wAgxbRnshc,Thu Nov 08 07:13:05 +0000 2018
281,@CNN,-0.7906,0.0,0.652,0.348,Prison union leaders and a former federal prison official are questioning the timing of Whitey Bulger's transfer to… https://t.co/SUcy7mCFHl,Thu Nov 08 07:06:46 +0000 2018
282,@CNN,0.3919,0.16,0.742,0.098,"It would drive up the price of your barbecue, but a global ""meat tax"" could save 220,000 lives and cut health care… https://t.co/bKWSUrMwnr",Thu Nov 08 07:01:06 +0000 2018
283,@CNN,0.3612,0.116,0.884,0.0,Here's what it's like to go off-roading in the world's most expensive SUV. The Rolls-Royce Cullinan is the 114-year… https://t.co/ftgXW3jQvT,Thu Nov 08 06:46:00 +0000 2018
284,@CNN,0.0,0.0,1.0,0.0,A city in South Florida will have an all-LGBTQ City Commission after Tuesday's election https://t.co/I3BlkGJdUk,Thu Nov 08 06:31:07 +0000 2018
285,@CNN,0.0,0.0,1.0,0.0,"While voters were lining up to cast their ballots, this 106-year-old woman lined up at a US Citizenship and Immigra… https://t.co/Nmk4CD0CsL",Thu Nov 08 06:16:00 +0000 2018
286,@CNN,0.0,0.0,1.0,0.0,"Britain's Prince Charles has spoken for the first time about what sort of king he will be, saying he will shift gea… https://t.co/uZSNdPzClB",Thu Nov 08 06:12:13 +0000 2018
287,@CNN,0.0,0.0,1.0,0.0,Archeologists have spent centuries wondering how the towering pyramids of Giza were constructed thousands of years… https://t.co/GIiqa5nTCy,Thu Nov 08 06:01:04 +0000 2018
288,@CNN,0.0,0.0,1.0,0.0,Voters in Colorado have elected to change the language of their state's constitution and abolish all forms of slave… https://t.co/q1sQqd4W0s,Thu Nov 08 05:53:56 +0000 2018
289,@CNN,0.0,0.0,1.0,0.0,"Drone video shows the Indian city of Ayodhya breaking a Guinness World Record by lighting more than 300,000 clay oi… https://t.co/6Wl6ny4oXC",Thu Nov 08 05:46:00 +0000 2018
290,@CNN,0.7579,0.333,0.667,0.0,64 truly remarkable lines from Donald Trump's otherworldly post-election news conference | Analysis by @CillizzaCNN… https://t.co/35qzuPBSQg,Thu Nov 08 05:31:09 +0000 2018
291,@CNN,0.0,0.0,1.0,0.0,"If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant… https://t.co/CYbdKW8UX4",Thu Nov 08 05:16:00 +0000 2018
292,@CNN,0.4404,0.197,0.803,0.0,"RT @CNNTonight: ""People just want to be heard."" Democrat Sharice Davids reflects on her midterm election victory. ""They want to make sure t…",Thu Nov 08 05:12:27 +0000 2018
293,@CNN,0.5719,0.188,0.812,0.0,"The government rolled back protections for red wolves, but a judge may have saved them from extinction… https://t.co/abawh6t7Pm",Thu Nov 08 05:01:04 +0000 2018
294,@CNN,0.0,0.0,1.0,0.0,"Voters just elected six more scientists to Congress, including a nuclear engineer and a biochemist… https://t.co/wmUn0BkGAD",Thu Nov 08 04:46:03 +0000 2018
295,@CNN,-0.6124,0.0,0.762,0.238,The Girl Scouts of the USA has filed a trademark infringement lawsuit against the Boy Scouts of America https://t.co/Rd5YfqvfkB,Thu Nov 08 04:45:38 +0000 2018
296,@CNN,-0.4767,0.0,0.853,0.147,"Harvard researchers' suggestion of an alien space probe is probably wrong | By Don Lincoln, a senior scientist at F… https://t.co/CSXgh8uQg0",Thu Nov 08 04:31:03 +0000 2018
297,@CNN,0.0,0.0,1.0,0.0,"Nevada voters amended a ""pink tax"" from 1955 and removed sales and storage tax on tampons and sanitary pads… https://t.co/rFi3MjtRhq",Thu Nov 08 04:16:02 +0000 2018
298,@CNN,0.0,0.0,1.0,0.0,Acting Attorney General Matthew Whitaker was on the advisory board of a Florida company that was shut down by the F… https://t.co/3CyJSuXp38,Thu Nov 08 04:01:04 +0000 2018
299,@CNN,-0.7398,0.0,0.674,0.326,Retiring Rep. Ryan Costello says President Trump chastising Republicans who didn't support him and lost their midte… https://t.co/blQpPlpg2S,Thu Nov 08 03:46:06 +0000 2018
300,@FoxNews,0.0,0.0,1.0,0.0,BREAKING: Federal appeals court rules against Trump administration on DACA https://t.co/KHnrNvEKAM,Thu Nov 08 19:18:44 +0000 2018
301,@FoxNews,-0.6124,0.115,0.615,0.269,"Breaking News: Grand jury indicts captain of Missouri duck boat that sank in severe weather, killing 17 people https://t.co/ffOOgzRwdo",Thu Nov 08 17:02:25 +0000 2018
302,@FoxNews,-0.7783,0.0,0.638,0.362,"JUST IN: Police identify gunman who opened fire inside California bar, killing 12 https://t.co/PvITYr54AX",Thu Nov 08 15:14:45 +0000 2018
303,@FoxNews,0.7906,0.389,0.611,0.0,JUST IN: Supreme Court Justice Ruth Bader Ginsburg fractures 3 ribs in fall https://t.co/9UM9hKTz4m,Thu Nov 08 14:22:51 +0000 2018
304,@FoxNews,-0.6369,0.0,0.833,0.167,"Sgt. Ron Helus was fatally shot when he responded to the mass shooting on Nov. 7 at a bar in Thousand Oaks, Califor… https://t.co/vOH3OWPN5S",Thu Nov 08 13:43:25 +0000 2018
305,@FoxNews,-0.6597,0.0,0.672,0.328,Tom Homan: “It’s a tragedy each and every time.” https://t.co/dMV68Hfdz0 https://t.co/hrq51VJg7x,Thu Nov 08 13:35:03 +0000 2018
306,@FoxNews,-0.34,0.0,0.862,0.138,"People walk away from the scene in Thousand Oaks, Calif. where a gunman opened fire Wednesday.… https://t.co/O3Oo2iLL8O",Thu Nov 08 13:22:27 +0000 2018
307,@FoxNews,0.0,0.0,1.0,0.0,Teylor Whittler describes what she witnessed at California bar shooting https://t.co/dMV68Hfdz0 https://t.co/YznTZgQoYY,Thu Nov 08 12:56:20 +0000 2018
308,@FoxNews,0.0,0.0,1.0,0.0,"An FBI agent talks to a potential witness as they stand near the scene in Thousand Oaks, Calif. where a gunman open… https://t.co/7QOmXNTYM0",Thu Nov 08 12:37:05 +0000 2018
309,@FoxNews,-0.34,0.0,0.87,0.13,Ventura County Fire Department Captain Stan Ziegler: “Hundreds of first responders responded initially to the scene… https://t.co/o4gArhmy4e,Thu Nov 08 12:25:14 +0000 2018
310,@FoxNews,0.0258,0.105,0.795,0.1,"People comfort each other as they stand near the scene in Thousand Oaks, Calif. where a gunman opened fire during a… https://t.co/wPI4XSpirC",Thu Nov 08 12:06:14 +0000 2018
311,@FoxNews,-0.6486,0.0,0.736,0.264,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/dMV68Hfdz0 https://t.co/WvjarPpwPV",Thu Nov 08 11:54:22 +0000 2018
312,@FoxNews,-0.6486,0.0,0.719,0.281,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/GqI77wMuYZ",Thu Nov 08 11:38:17 +0000 2018
313,@FoxNews,0.0,0.0,1.0,0.0,"Sheriff's deputies speak to potential witnesses as they stand near the scene in Thousand Oaks, Calif., where a gunm… https://t.co/jPE8k9oQHr",Thu Nov 08 11:32:26 +0000 2018
314,@FoxNews,-0.6486,0.0,0.677,0.323,13 dead in country music bar including gunman https://t.co/PvITYr54AX https://t.co/UURBIatqte,Thu Nov 08 11:26:46 +0000 2018
315,@FoxNews,-0.6486,0.0,0.719,0.281,"12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/PvITYr54AX https://t.co/o8Nf8WuJcZ",Thu Nov 08 11:18:08 +0000 2018
316,@FoxNews,-0.6486,0.0,0.765,0.235,"Breaking News: At least 12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/u6sVxdzHq5",Thu Nov 08 11:13:32 +0000 2018
317,@FoxNews,0.0,0.0,1.0,0.0,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cQ9uxkjUIK,Thu Nov 08 11:12:14 +0000 2018
318,@FoxNews,0.0,0.0,1.0,0.0,"Authorities deliver an update on the shooting in Thousand Oaks, California. (Courtesy: KABC) https://t.co/BtGxxIfNx5",Thu Nov 08 10:53:33 +0000 2018
319,@FoxNews,0.0,0.0,1.0,0.0,Pastor Dimas Salaberrios on California shooting: “My immediate thoughts go out to the families. Because what’s happ… https://t.co/iowf5VOL2l,Thu Nov 08 10:36:12 +0000 2018
320,@FoxNews,0.4767,0.22,0.78,0.0,"Las Vegas shooting survivors were inside Thousand Oaks bar, friends say https://t.co/nW9TLTON9n",Thu Nov 08 10:30:40 +0000 2018
321,@FoxNews,-0.6486,0.0,0.765,0.235,"UPDATE: At least 11 wounded in shooting at California bar, gunman dead, police say https://t.co/awRowfbeRy",Thu Nov 08 10:24:08 +0000 2018
322,@FoxNews,-0.6486,0.0,0.619,0.381,Authorities confirm gunman is dead @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/a2EIH1EWmA,Thu Nov 08 10:16:43 +0000 2018
323,@FoxNews,-0.3182,0.0,0.892,0.108,Ventura County Sheriff’s Office Captain Garo Kuredjian: “I don’t know what the condition of any of the victims are… https://t.co/96mT27WHZv,Thu Nov 08 10:10:46 +0000 2018
324,@FoxNews,0.0,0.0,1.0,0.0,"At least 11 shot, including sheriff’s deputy — Jonathan Hunt has the latest from the scene of the California shooti… https://t.co/sLzLyMsrn5",Thu Nov 08 10:03:44 +0000 2018
325,@FoxNews,-0.4939,0.0,0.714,0.286,Witnesses describe chaotic scene during Thousand Oaks shooting https://t.co/qE8RqKGjz3,Thu Nov 08 09:54:50 +0000 2018
326,@FoxNews,-0.5267,0.0,0.764,0.236,UPDATE: At least 11 people hurt in California shooting @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/RGWIkaxF4f,Thu Nov 08 09:46:19 +0000 2018
327,@FoxNews,0.4019,0.119,0.881,0.0,"Daniel Hoffman on California shooting: “This still an active shooter scene, and the focus is on dealing with that a… https://t.co/PiwHhe5HuX",Thu Nov 08 09:40:57 +0000 2018
328,@FoxNews,0.4939,0.144,0.856,0.0,"Former Las Vegas Metro Police Lt. Randy Sutton: “Those who respond to this show incredible bravery, because they ar… https://t.co/idcJJuVRMP",Thu Nov 08 09:31:36 +0000 2018
329,@FoxNews,0.0,0.0,1.0,0.0,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL",Thu Nov 08 09:25:02 +0000 2018
330,@FoxNews,0.0,0.0,1.0,0.0,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",Thu Nov 08 09:18:00 +0000 2018
331,@FoxNews,0.0,0.0,1.0,0.0,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,Thu Nov 08 09:10:00 +0000 2018
332,@FoxNews,0.2006,0.126,0.783,0.091,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,Thu Nov 08 09:01:00 +0000 2018
333,@FoxNews,-0.4404,0.0,0.782,0.218,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",Thu Nov 08 09:00:00 +0000 2018
334,@FoxNews,-0.4939,0.216,0.44,0.344,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",Thu Nov 08 08:51:00 +0000 2018
335,@FoxNews,0.0,0.0,1.0,0.0,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,Thu Nov 08 08:41:00 +0000 2018
336,@FoxNews,0.4939,0.158,0.842,0.0,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",Thu Nov 08 08:31:00 +0000 2018
337,@FoxNews,0.5106,0.155,0.845,0.0,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",Thu Nov 08 08:21:00 +0000 2018
338,@FoxNews,0.2263,0.186,0.69,0.124,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,Thu Nov 08 08:06:00 +0000 2018
339,@FoxNews,0.7096,0.296,0.704,0.0,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",Thu Nov 08 08:01:00 +0000 2018
340,@FoxNews,0.5719,0.207,0.793,0.0,"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",Thu Nov 08 07:51:00 +0000 2018
341,@FoxNews,-0.7351,0.0,0.721,0.279,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",Thu Nov 08 07:41:00 +0000 2018
342,@FoxNews,-0.4215,0.0,0.714,0.286,Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,Thu Nov 08 07:31:00 +0000 2018
343,@FoxNews,0.7964,0.283,0.717,0.0,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",Thu Nov 08 07:21:00 +0000 2018
344,@FoxNews,0.4404,0.293,0.707,0.0,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,Thu Nov 08 07:16:00 +0000 2018
345,@FoxNews,-0.4767,0.0,0.693,0.307,Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,Thu Nov 08 07:11:00 +0000 2018
346,@FoxNews,0.0772,0.061,0.939,0.0,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",Thu Nov 08 07:01:00 +0000 2018
347,@FoxNews,0.0,0.0,1.0,0.0,.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,Thu Nov 08 06:51:00 +0000 2018
348,@FoxNews,0.0,0.0,1.0,0.0,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,Thu Nov 08 06:41:00 +0000 2018
349,@FoxNews,-0.5423,0.0,0.829,0.171,".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",Thu Nov 08 06:36:00 +0000 2018
350,@FoxNews,0.0,0.0,1.0,0.0,"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",Thu Nov 08 06:31:00 +0000 2018
351,@FoxNews,0.2006,0.126,0.783,0.091,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,Thu Nov 08 06:21:00 +0000 2018
352,@FoxNews,-0.34,0.0,0.833,0.167,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018
353,@FoxNews,0.0,0.0,1.0,0.0,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018
354,@FoxNews,-0.5719,0.0,0.783,0.217,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018
355,@FoxNews,0.3182,0.192,0.72,0.088,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018
356,@FoxNews,0.0,0.0,1.0,0.0,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018
357,@FoxNews,0.0,0.0,1.0,0.0,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018
358,@FoxNews,0.6841,0.298,0.603,0.099,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018
359,@FoxNews,0.0,0.0,1.0,0.0,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018
360,@FoxNews,0.0,0.0,1.0,0.0,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/FdLczQZN4g,Thu Nov 08 05:01:00 +0000 2018
361,@FoxNews,0.0,0.0,1.0,0.0,Former US Attorney Harry Litman on Whitaker &amp; Mueller probe: “I think most people think it’s unlikely that he would… https://t.co/6W1eHbZ7zZ,Thu Nov 08 04:55:00 +0000 2018
362,@FoxNews,0.296,0.104,0.896,0.0,Pete Davidson's 'SNL' castmate Kenan Thompson talks Dan Crenshaw joke: 'They are figuring out a way to right that w… https://t.co/MlIJF907FK,Thu Nov 08 04:50:00 +0000 2018
363,@FoxNews,0.7096,0.296,0.704,0.0,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/lqmOqmHcJZ",Thu Nov 08 04:45:00 +0000 2018
364,@FoxNews,0.0,0.0,1.0,0.0,"Tom Dupree on Acting Attorney General Matthew Whitaker: “Calls for him to recuse from Russia, I think, are meritles… https://t.co/74TWeQngjg",Thu Nov 08 04:35:00 +0000 2018
365,@FoxNews,-0.1531,0.0,0.873,0.127,"Cabinet shakeup expected after @jeffsessions pushed out, @edhenry reports @foxnewsnight https://t.co/6UTwyCpZRV https://t.co/MY7kH6s4T7",Thu Nov 08 04:25:00 +0000 2018
366,@FoxNews,-0.296,0.0,0.845,0.155,"New reactions to Sessions resignation, Catherine Herridge has the story @foxnewsnight https://t.co/6UTwyCHBgv https://t.co/FaiATyMSgC",Thu Nov 08 04:14:15 +0000 2018
367,@FoxNews,-0.4939,0.0,0.775,0.225,MLB star @Bharper3407 rejects $300M offer from Nationals: Reports (via @FoxBusiness) https://t.co/Bgfoyi7fNH,Thu Nov 08 04:05:00 +0000 2018
368,@FoxNews,-0.5574,0.0,0.735,0.265,Doug Schoen: Trump shouldn’t have fired Jeff Sessions – here’s why https://t.co/0ITTpZyqyx,Thu Nov 08 03:55:00 +0000 2018
369,@FoxNews,0.5106,0.155,0.845,0.0,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/3eoxyIurd3",Thu Nov 08 03:52:26 +0000 2018
370,@FoxNews,0.0,0.0,1.0,0.0,‘Brady Bunch’ cast to take part in TV home’s renovation: report https://t.co/rebtV4qkql,Thu Nov 08 03:48:00 +0000 2018
371,@FoxNews,-0.296,0.0,0.804,0.196,".@TuckerCarlson: Dems' Election Message Was All 'Trump', No Substance https://t.co/CscvHQkfAX",Thu Nov 08 03:42:00 +0000 2018
372,@FoxNews,-0.2023,0.0,0.878,0.122,"11-year-old in North Carolina charged with putting needles in Halloween candy, police say https://t.co/Dm3F07wpIt",Thu Nov 08 03:35:00 +0000 2018
373,@FoxNews,0.5106,0.202,0.798,0.0,Rhino rescue? Scientists may hold key to saving northern white rhinoceros from extinction  https://t.co/VUifTtCbTk,Thu Nov 08 03:29:00 +0000 2018
374,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/CLNOuNnGNo",Thu Nov 08 03:23:02 +0000 2018
375,@FoxNews,0.0,0.0,1.0,0.0,"Democrat Colin Allred, who unseated Rep. Pete Sessions, won't say if he'll back Pelosi https://t.co/mNox8bKgiA",Thu Nov 08 03:23:00 +0000 2018
376,@FoxNews,0.0,0.0,1.0,0.0,Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a,Thu Nov 08 03:16:01 +0000 2018
377,@FoxNews,0.4939,0.158,0.842,0.0,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/xF54bEhvOA",Thu Nov 08 03:11:00 +0000 2018
378,@FoxNews,-0.0772,0.17,0.638,0.191,Woman finds her diamond before proposal and 'ring shames' herself https://t.co/uoLHUxHeBD,Thu Nov 08 03:04:00 +0000 2018
379,@FoxNews,-0.4215,0.0,0.743,0.257,McDonald's customers’ $5M lawsuit over unwanted Quarter Pounder cheese dismissed by judge https://t.co/yBEvL4cAFK,Thu Nov 08 03:01:47 +0000 2018
380,@FoxNews,0.0,0.0,1.0,0.0,Trump neuters ObamaCare birth control coverage mandate with limits on plans covering abortion https://t.co/ZXX1uDaqXl,Thu Nov 08 02:46:10 +0000 2018
381,@FoxNews,0.4939,0.144,0.856,0.0,The New York Police Department gathered about 20 saluting officers and held an aviation flyover to honor an Emergen… https://t.co/AUnS1mBlzM,Thu Nov 08 02:38:00 +0000 2018
382,@FoxNews,0.0772,0.106,0.894,0.0,"RT @FoxBusiness: .@KellyannePolls: ""Many people want to work in @POTUS' administration."" https://t.co/to6mCzFkA7",Thu Nov 08 02:33:06 +0000 2018
383,@FoxNews,0.6833,0.224,0.776,0.0,"A trooper took this beautiful photo of a double rainbow over a New York State Police squad car, Tuesday. https://t.co/j9V1h3Ja5p",Thu Nov 08 02:21:04 +0000 2018
384,@FoxNews,0.0,0.0,1.0,0.0,Jeff Sessions' departure leads to questions about Russia probe's future https://t.co/5iWsDcmrYO,Thu Nov 08 02:16:29 +0000 2018
385,@FoxNews,-0.4404,0.0,0.782,0.218,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/9Kv1DtfGKv",Thu Nov 08 02:07:37 +0000 2018
386,@FoxNews,0.0,0.0,1.0,0.0,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/HXoKJGWYxV,Thu Nov 08 02:04:34 +0000 2018
387,@FoxNews,0.0772,0.091,0.909,0.0,Virginia drug-dealing mom gets 10-day jail sentence after providing marijuana to three children https://t.co/PiU3CthxVx,Thu Nov 08 02:00:56 +0000 2018
388,@FoxNews,0.7964,0.283,0.717,0.0,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/WrELn434wB",Thu Nov 08 01:42:53 +0000 2018
389,@FoxNews,0.5106,0.163,0.837,0.0,Fox News Channel tops all broadcast and cable news networks in total viewers for midterm election coverage.… https://t.co/H418QSswpI,Thu Nov 08 01:39:30 +0000 2018
390,@FoxNews,0.3818,0.191,0.809,0.0,"Sacha Baron Cohen revives 'Borat' character to talk politics, midterm election https://t.co/taa4Z5RCj1",Thu Nov 08 01:37:28 +0000 2018
391,@FoxNews,-0.6597,0.0,0.686,0.314,"Violinist claims Southwest Airlines forced him to leave flight after he refused to check $80,000 instrument https://t.co/S5TxSoH3uu",Thu Nov 08 01:25:49 +0000 2018
392,@FoxNews,-0.1027,0.0,0.915,0.085,"'Take Their Word For It': Jim Jordan Warns of Congressional Investigations By Nadler, Waters, Schiff https://t.co/ZXsUPobdbG",Thu Nov 08 01:13:00 +0000 2018
393,@FoxNews,0.0,0.0,1.0,0.0,"Former Governor John Sununu: ""What really made a big difference in the House races around the country last night is… https://t.co/HYFtiI57mO",Thu Nov 08 01:05:46 +0000 2018
394,@FoxNews,-0.2732,0.0,0.826,0.174,"Georgia posts private information of 300,000 absentee voters (via @keiperjourno) https://t.co/5H4ETZthYC",Thu Nov 08 01:01:04 +0000 2018
395,@FoxNews,-0.4767,0.0,0.795,0.205,"CNN's Jim Acosta press pass suspended by White House, Sarah Sanders announces https://t.co/5iiXWRUrCI",Thu Nov 08 00:58:26 +0000 2018
396,@FoxNews,-0.4767,0.0,0.807,0.193,"BREAKING: CNN's Jim Acosta press pass suspended by White House, Sarah Sanders announces https://t.co/eBITlnvfUj",Thu Nov 08 00:53:56 +0000 2018
397,@FoxNews,0.0,0.0,1.0,0.0,".@GovChrisSununu: ""I don't think last night was a referendum on the president. I think last night was really a refe… https://t.co/lsznjxEPqK",Thu Nov 08 00:50:10 +0000 2018
398,@FoxNews,0.1027,0.098,0.825,0.077,Dershowitz on Sessions' Departure: Not All GOP Senators Will Allow Trump to Demand 'Loyalty' From New AG https://t.co/lrq24Ih7lc,Thu Nov 08 00:32:49 +0000 2018
399,@FoxNews,0.0,0.0,1.0,0.0,"RT @MikeEmanuelFox: Democrats gear up for 2020 presidential race - from #SpecialReport tonight: 

https://t.co/2rYNfdShiO",Thu Nov 08 00:29:01 +0000 2018
400,@nytimes,0.0,0.0,1.0,0.0,"In a Q&amp;A in 2014, Matthew Whitaker, the newly installed acting attorney general, said the courts “are supposed to b… https://t.co/ZWiD2GLkgR",Thu Nov 08 20:20:05 +0000 2018
401,@nytimes,0.0,0.0,1.0,0.0,The Florida Senate race has only narrowed since Republican Rick Scott claimed victory against Democrat Bill Nelson.… https://t.co/BmMNE0pBeO,Thu Nov 08 20:05:02 +0000 2018
402,@nytimes,0.5267,0.152,0.848,0.0,"In 7 days, lawyers for The Times helped reporters gain access to hundreds of pages of sealed documents, closed proc… https://t.co/Sccef1q4Tp",Thu Nov 08 19:50:07 +0000 2018
403,@nytimes,-0.34,0.0,0.862,0.138,"Witnesses describe the scene after a gunman opened fire in a country-western bar in Thousand Oaks, California https://t.co/T5v23RFmBF",Thu Nov 08 19:36:04 +0000 2018
404,@nytimes,0.0,0.0,1.0,0.0,"RT @jennymedina: Another day, another mass shooting. Im in Thousand Oaks along with ⁦@thomasfullerNYT⁩ &amp; ⁦@jdelreal⁩ (who spoke to survivor…",Thu Nov 08 19:21:05 +0000 2018
405,@nytimes,0.0,0.0,1.0,0.0,"In Opinion

Op-Ed contributors Neal K. Katyal and George T. Conway III write, ""President Trump’s installation of Ma… https://t.co/wOHGFKh6YV",Thu Nov 08 19:15:05 +0000 2018
406,@nytimes,0.0,0.0,1.0,0.0,RT @nytimesbusiness: Q: Is there a way for a man to ask out a younger woman at work without coming across as sleazy? A: The only acceptable…,Thu Nov 08 19:11:06 +0000 2018
407,@nytimes,0.5574,0.223,0.777,0.0,"As she heads to Washington, Alexandria Ocasio-Cortez hears one message from voters: ""Please don’t fold. Please don’… https://t.co/stpNzMyssh",Thu Nov 08 19:00:12 +0000 2018
